95284:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust
108156:ApriltagsCameraLog(1):,7,169.960749,170.158000,170.158000,170.158000,169.980879,1.657937,1.657723,5.457285,5.455762,10.587632
108196:ApriltagsCameraLog(1):,7,169.980879,170.131000,170.131000,170.131000,169.996164,1.657894,1.657831,5.456486,5.456523,10.587632
108215:ApriltagsCameraLog(1):,7,169.996164,170.544000,170.544000,170.544000,170.007800,1.658509,1.657862,5.468713,5.456505,10.587632
108256:ApriltagsCameraLog(1):,7,170.007800,170.049000,170.049000,170.049000,170.054074,1.657762,1.658212,5.454059,5.462608,10.587632
108295:ApriltagsCameraLog(1):,7,170.054074,169.810000,169.810000,169.810000,170.053636,1.654856,1.657987,5.447435,5.458333,10.567454
108316:ApriltagsCameraLog(1):,7,170.053636,169.914000,169.914000,169.914000,170.032574,1.655035,1.656432,5.450508,5.452881,10.567454
108355:ApriltagsCameraLog(1):,7,170.032574,169.939000,169.939000,169.939000,170.022323,1.657578,1.655735,5.450803,5.451694,10.587632
108396:ApriltagsCameraLog(1):,7,170.022323,169.783000,169.783000,169.783000,170.015132,1.654808,1.656657,5.446637,5.451249,10.567454
108416:ApriltagsCameraLog(1):,7,170.015132,170.313000,170.313000,170.313000,169.995065,1.658176,1.655737,5.461874,5.448941,10.587632
108456:ApriltagsCameraLog(1):,7,169.995065,169.727000,169.727000,169.727000,170.022502,1.654708,1.656973,5.444983,5.455404,10.567454
108496:ApriltagsCameraLog(1):,7,170.022502,170.657000,170.657000,170.657000,169.996956,1.658661,1.655853,5.472060,5.450191,10.587632
108516:ApriltagsCameraLog(1):,7,169.996956,170.610000,170.610000,170.610000,170.053917,1.658599,1.657315,5.470668,5.461118,10.587632
108556:ApriltagsCameraLog(1):,7,170.053917,170.857000,170.857000,170.857000,170.101907,1.658916,1.657978,5.477983,5.465890,10.587632
108595:ApriltagsCameraLog(1):,7,170.101907,170.330000,170.330000,170.330000,170.187070,1.658201,1.658483,5.462377,5.471933,10.587632
108615:ApriltagsCameraLog(1):,7,170.187070,170.290000,170.290000,170.290000,170.201131,1.658141,1.658336,5.461193,5.467155,10.587632
108656:ApriltagsCameraLog(1):,7,170.201131,170.325000,170.325000,170.325000,170.208800,1.658194,1.658236,5.462229,5.464174,10.587632
108696:ApriltagsCameraLog(1):,7,170.208800,170.476000,170.476000,170.476000,170.208828,1.658414,1.658214,5.466700,5.463202,10.587632
108716:ApriltagsCameraLog(1):,7,170.208828,170.715000,170.715000,170.715000,170.221022,1.658737,1.658317,5.473777,5.464950,10.587632
108756:ApriltagsCameraLog(1):,7,170.221022,170.141000,170.141000,170.141000,170.272443,1.657910,1.658544,5.456782,5.469363,10.587632
108796:ApriltagsCameraLog(1):,7,170.272443,169.921000,169.921000,169.921000,170.261963,1.657548,1.658233,5.450270,5.463072,10.587632
108816:ApriltagsCameraLog(1):,7,170.261963,170.482000,170.482000,170.482000,170.242581,1.658422,1.657908,5.466877,5.456670,10.587632
108855:ApriltagsCameraLog(1):,7,170.242581,170.053000,170.053000,170.053000,170.264106,1.657768,1.658175,5.454177,5.461773,10.587632
108896:ApriltagsCameraLog(1):,7,170.264106,170.402000,170.402000,170.402000,170.245888,1.658307,1.657978,5.464509,5.457975,10.587632
108936:ApriltagsCameraLog(1):,7,170.245888,170.102000,170.102000,170.102000,170.259360,1.657848,1.658147,5.455628,5.461242,10.587632
108956:ApriltagsCameraLog(1):,7,170.259360,170.378000,170.378000,170.378000,170.245780,1.658272,1.658001,5.463798,5.458434,10.587632
108996:ApriltagsCameraLog(1):,7,170.245780,170.387000,170.387000,170.387000,170.257190,1.658285,1.658139,5.464065,5.461116,10.587632
109016:ApriltagsCameraLog(1):,7,170.257190,170.035000,170.035000,170.035000,170.268393,1.657739,1.658214,5.453644,5.462590,10.587632
109056:ApriltagsCameraLog(1):,7,170.268393,169.327000,169.327000,169.327000,170.248251,1.656445,1.657985,5.432697,5.458117,10.587632
109095:ApriltagsCameraLog(1):,7,170.248251,169.310000,169.310000,169.310000,170.168748,1.653915,1.657308,5.432665,5.445401,10.567454
109116:ApriltagsCameraLog(1):,7,170.168748,170.248000,170.248000,170.248000,170.094510,1.658077,1.655655,5.459949,5.439022,10.587632
109156:ApriltagsCameraLog(1):,7,170.094510,169.854000,169.854000,169.854000,170.107756,1.657432,1.656879,5.448288,5.449484,10.587632
109196:ApriltagsCameraLog(1):,7,170.107756,169.991000,169.991000,169.991000,170.085857,1.657666,1.657157,5.452342,5.448886,10.587632
109236:ApriltagsCameraLog(1):,7,170.085857,169.740000,169.740000,169.740000,170.077671,1.654732,1.657410,5.445367,5.450614,10.567454
109256:ApriltagsCameraLog(1):,7,170.077671,169.929000,169.929000,169.929000,170.048480,1.655061,1.656078,5.450951,5.447987,10.567454
109296:ApriltagsCameraLog(1):,7,170.048480,169.673000,169.673000,169.673000,170.038151,1.654611,1.655568,5.443387,5.449469,10.567454
109316:ApriltagsCameraLog(1):,7,170.038151,170.644000,170.644000,170.644000,170.006584,1.658644,1.655098,5.471675,5.446427,10.587632
109356:ApriltagsCameraLog(1):,7,170.006584,170.603000,170.603000,170.603000,170.061592,1.658589,1.656935,5.470460,5.459041,10.587632
109396:ApriltagsCameraLog(1):,7,170.061592,170.288000,170.288000,170.288000,170.108315,1.658138,1.657787,5.461134,5.464747,10.587632
109435:ApriltagsCameraLog(1):,7,170.108315,170.101000,170.101000,170.101000,170.123822,1.657846,1.657960,5.455598,5.462940,10.587632
109456:ApriltagsCameraLog(1):,7,170.123822,170.047000,170.047000,170.047000,170.121852,1.657758,1.657904,5.454000,5.459269,10.587632
